Czas;MS_od_startu;t0;t1;t2;t3;HA0;HA1;PA0;PA1
2020.04.08;10:04:20.886;9126;40.0;39.2;38.4;1370.0;0.7192;0.7192;1.0057;0.0000
2020.04.08;10:04:21.088;9328;40.0;39.2;38.4;1370.0;0.7192;0.7192;1.0057;0.0000
2020.04.08;10:04:21.291;9531;40.0;39.2;38.4;1370.0;0.7192;0.7192;1.0054;0.0000
2020.04.08;10:04:21.494;9734;40.0;39.2;38.4;1370.0;0.7192;0.7192;1.0057;0.0000
2020.04.08;10:04:21.697;9937;40.0;39.2;38.3;1370.0;0.7192;0.7192;1.0061;0.0000
2020.04.08;10:04:21.900;10140;40.0;39.2;38.3;1370.0;0.7192;0.7192;1.0057;0.0000
2020.04.08;10:04:22.102;10342;40.0;39.2;38.3;1370.0;0.7192;0.7192;1.0057;0.0000
2020.04.08;10:04:22.305;10545;40.0;39.3;38.3;1370.0;0.7192;0.7192;1.0061;0.0000
2020.04.08;10:04:22.508;10748;40.0;39.3;38.4;1370.0;0.7192;0.7192;1.0061;0.0000
2020.04.08;10:04:22.711;10951;40.0;39.3;38.4;1370.0;0.7192;0.7192;1.0061;0.0000
2020.04.08;10:04:22.914;11154;40.0;39.3;38.4;1370.0;0.7192;0.7192;1.0057;0.0000
2020.04.08;10:04:23.116;11356;40.0;39.3;38.4;1370.0;0.7192;0.7192;1.0057;0.0000
2020.04.08;10:04:23.319;11559;40.0;39.3;38.4;1370.0;0.7192;0.7192;1.0057;0.0000
2020.04.08;10:04:23.522;11762;40.0;39.3;38.4;1370.0;0.7192;0.7192;1.0057;0.0000
2020.04.08;10:04:23.725;11965;40.0;39.3;38.4;1370.0;0.7192;0.7192;1.0057;0.0000
2020.04.08;10:04:23.928;12168;40.0;39.3;38.4;1370.0;0.7192;0.7192;1.0057;0.0000
2020.04.08;10:04:24.130;12370;40.0;39.3;38.3;1370.0;0.7192;0.7192;1.0057;0.0000
2020.04.08;10:04:24.333;12573;40.0;39.3;38.4;1370.0;0.7192;0.7192;1.0064;0.0000
2020.04.08;10:04:24.536;12776;40.0;39.3;38.4;1370.0;0.7192;0.7192;1.0061;0.0000
2020.04.08;10:04:24.739;12979;40.0;39.3;38.4;1370.0;0.7192;0.7192;1.0061;0.0000
2020.04.08;10:04:24.942;13182;40.0;39.3;38.4;1370.0;0.7192;0.7192;1.0057;0.0000
2020.04.08;10:04:25.144;13384;40.0;39.3;38.4;1370.0;0.7178;0.7178;1.0061;0.0000
2020.04.08;10:04:25.347;13587;40.0;39.2;38.4;1370.0;0.7156;0.7156;1.0061;0.0000
2020.04.08;10:04:25.550;13790;40.0;39.2;38.3;1370.0;0.7135;0.7135;1.0061;0.0000
2020.04.08;10:04:25.753;13993;40.0;39.2;38.3;1370.0;0.7121;0.7121;1.0061;0.0000
2020.04.08;10:04:25.956;14196;40.0;39.2;38.3;1370.0;0.7121;0.7121;1.0064;0.0000
2020.04.08;10:04:26.158;14398;40.0;39.2;38.3;1370.0;0.7128;0.7128;1.0064;0.0000
2020.04.08;10:04:26.361;14601;40.0;39.2;38.3;1370.0;0.7149;0.7149;1.0061;0.0000
2020.04.08;10:04:26.564;14804;40.1;39.2;38.4;1370.0;0.7178;0.7178;1.0061;0.0000
2020.04.08;10:04:26.767;15007;40.1;39.2;38.4;1370.0;0.7192;0.7192;1.0057;0.0000
2020.04.08;10:04:26.970;15210;40.1;39.3;38.3;1370.0;0.7192;0.7192;1.0057;0.0000
2020.04.08;10:04:27.172;15412;40.0;39.3;38.3;1370.0;0.7192;0.7192;1.0057;0.0000
2020.04.08;10:04:27.375;15615;40.1;39.3;38.3;1370.0;0.7192;0.7192;1.0061;0.0000
2020.04.08;10:04:27.578;15818;40.0;39.3;38.3;1370.0;0.7192;0.7192;1.0061;0.0000
2020.04.08;10:04:27.781;16021;40.0;39.3;38.3;1370.0;0.7192;0.7192;1.0061;0.0000
2020.04.08;10:04:27.984;16224;40.0;39.3;38.3;1370.0;0.7192;0.7192;1.0054;0.0000
2020.04.08;10:04:28.186;16426;40.0;39.2;38.4;1370.0;0.7192;0.7192;1.0057;0.0000
2020.04.08;10:04:28.389;16629;40.0;39.2;38.4;1370.0;0.7192;0.7192;1.0054;0.0000
2020.04.08;10:04:28.592;16832;40.0;39.2;38.4;1370.0;0.7192;0.7192;1.0057;0.0000
2020.04.08;10:04:28.795;17035;40.0;39.2;38.4;1370.0;0.7192;0.7192;1.0057;0.0000
2020.04.08;10:04:28.998;17238;40.0;39.2;38.4;1370.0;0.7192;0.7192;1.0057;0.0000
2020.04.08;10:04:29.200;17440;40.0;39.3;38.3;1370.0;0.7192;0.7192;1.0057;0.0000
2020.04.08;10:04:29.403;17643;40.0;39.3;38.3;1370.0;0.7192;0.7192;1.0057;0.0000
2020.04.08;10:04:29.606;17846;40.0;39.3;38.3;1370.0;0.7192;0.7192;1.0061;0.0000
2020.04.08;10:04:29.809;18049;40.0;39.3;38.4;1370.0;0.7192;0.7192;1.0057;0.0000
2020.04.08;10:04:30.012;18252;40.1;39.3;38.4;1370.0;0.7192;0.7192;1.0057;0.0000
2020.04.08;10:04:30.214;18454;40.1;39.3;38.4;1370.0;0.7192;0.7192;1.0057;0.0000
2020.04.08;10:04:30.417;18657;40.0;39.2;38.4;1370.0;0.7192;0.7192;1.0057;0.0000
2020.04.08;10:04:30.620;18860;40.0;39.2;38.4;1370.0;0.7192;0.7192;1.0061;0.0000
2020.04.08;10:04:30.823;19063;40.0;39.2;38.4;1370.0;0.7192;0.7192;1.0061;0.0000
2020.04.08;10:04:31.026;19266;40.0;39.2;38.4;1370.0;0.7192;0.7192;1.0064;0.0000
2020.04.08;10:04:31.228;19468;40.0;39.2;38.4;1370.0;0.7192;0.7192;1.0064;0.0000
2020.04.08;10:04:31.431;19671;40.0;39.2;38.4;1370.0;0.7192;0.7192;1.0061;0.0000
2020.04.08;10:04:31.634;19874;40.0;39.2;38.4;1370.0;0.7192;0.7192;1.0057;0.0000
2020.04.08;10:04:31.837;20077;40.0;39.3;38.4;1370.0;0.7192;0.7192;1.0057;0.0000
2020.04.08;10:04:32.040;20280;40.0;39.3;38.4;1370.0;0.7192;0.7192;1.0057;0.0000
2020.04.08;10:04:32.242;20482;40.1;39.3;38.3;1370.0;0.7192;0.7192;1.0054;0.0000
2020.04.08;10:04:32.445;20685;40.1;39.3;38.3;1370.0;0.7192;0.7192;1.0054;0.0000
2020.04.08;10:04:32.648;20888;40.1;39.3;38.3;1370.0;0.7192;0.7192;1.0050;0.0000
2020.04.08;10:04:32.851;21091;40.0;39.3;38.3;1370.0;0.7192;0.7192;1.0050;0.0000
2020.04.08;10:04:33.054;21294;40.0;39.3;38.4;1370.0;0.7192;0.7192;1.0050;0.0000
2020.04.08;10:04:33.256;21496;40.0;39.3;38.4;1370.0;0.7192;0.7192;1.0050;0.0000
2020.04.08;10:04:33.459;21699;40.0;39.3;38.4;1370.0;0.7192;0.7192;1.0050;0.0000
2020.04.08;10:04:33.662;21902;40.1;39.2;38.4;1370.0;0.7192;0.7192;1.0050;0.0000
2020.04.08;10:04:33.865;22105;40.0;39.2;38.4;1370.0;0.7192;0.7192;1.0057;0.0000
2020.04.08;10:04:34.068;22308;40.0;39.2;38.4;1370.0;0.7192;0.7192;1.0054;0.0000
2020.04.08;10:04:34.270;22510;40.0;39.3;38.3;1370.0;0.7192;0.7192;1.0054;0.0000
2020.04.08;10:04:34.473;22713;40.0;39.3;38.3;1370.0;0.7192;0.7192;1.0050;0.0000
2020.04.08;10:04:34.676;22916;40.0;39.3;38.3;1370.0;0.7192;0.7192;1.0047;0.0000
2020.04.08;10:04:34.879;23119;40.0;39.3;38.3;1370.0;0.7192;0.7192;1.0047;0.0000
2020.04.08;10:04:35.082;23322;40.0;39.3;38.4;1370.0;0.7192;0.7192;1.0050;0.0000
2020.04.08;10:04:35.284;23524;40.0;39.3;38.4;1370.0;0.7178;0.7178;1.0050;0.0000
2020.04.08;10:04:35.487;23727;40.0;39.3;38.4;1370.0;0.7149;0.7149;1.0047;0.0000
2020.04.08;10:04:35.690;23930;40.0;39.2;38.4;1370.0;0.7128;0.7128;1.0047;0.0000
2020.04.08;10:04:35.893;24133;40.0;39.3;38.3;1370.0;0.7107;0.7107;1.0047;0.0000
2020.04.08;10:04:36.096;24336;40.0;39.2;38.4;1370.0;0.7086;0.7086;1.0047;0.0000
2020.04.08;10:04:36.298;24538;40.0;39.2;38.4;1370.0;0.7072;0.7072;1.0047;0.0000
2020.04.08;10:04:36.501;24741;40.0;39.2;38.4;1370.0;0.7072;0.7072;1.0047;0.0000
2020.04.08;10:04:36.704;24944;40.0;39.2;38.4;1370.0;0.7072;0.7072;1.0050;0.0000
2020.04.08;10:04:36.907;25147;40.0;39.2;38.4;1370.0;0.7072;0.7072;1.0050;0.0000
2020.04.08;10:04:37.110;25350;40.0;39.2;38.4;1370.0;0.7100;0.7100;1.0050;0.0000
2020.04.08;10:04:37.312;25552;40.0;39.2;38.4;1370.0;0.7121;0.7121;1.0050;0.0000
2020.04.08;10:04:37.515;25755;40.0;39.2;38.4;1370.0;0.7142;0.7142;1.0054;0.0000
2020.04.08;10:04:37.718;25958;40.0;39.2;38.4;1370.0;0.7163;0.7163;1.0050;0.0000
2020.04.08;10:04:37.921;26161;40.0;39.3;38.3;1370.0;0.7192;0.7192;1.0050;0.0000
2020.04.08;10:04:38.124;26364;40.0;39.3;38.3;1370.0;0.7192;0.7192;1.0050;0.0000
2020.04.08;10:04:38.326;26566;39.9;39.2;38.3;1370.0;0.7192;0.7192;1.0050;0.0000
2020.04.08;10:04:38.529;26769;39.9;39.2;38.3;1370.0;0.7192;0.7192;1.0050;0.0000
2020.04.08;10:04:38.732;26972;39.9;39.3;38.3;1370.0;0.7192;0.7192;1.0050;0.0000
2020.04.08;10:04:38.935;27175;39.9;39.3;38.3;1370.0;0.7192;0.7192;1.0047;0.0000
2020.04.08;10:04:39.138;27378;39.8;39.3;38.3;1370.0;0.7192;0.7192;1.0050;0.0000
2020.04.08;10:04:39.340;27580;39.8;39.3;38.3;1370.0;0.7192;0.7192;1.0050;0.0000
2020.04.08;10:04:39.543;27783;39.8;39.2;38.3;1370.0;0.7192;0.7192;1.0054;0.0000
2020.04.08;10:04:39.746;27986;39.8;39.2;38.4;1370.0;0.7192;0.7192;1.0054;0.0000
2020.04.08;10:04:39.949;28189;39.8;39.2;38.4;1370.0;0.7192;0.7192;1.0054;0.0000
2020.04.08;10:04:40.152;28392;39.7;39.3;38.4;1370.0;0.7178;0.7178;1.0054;0.0000
2020.04.08;10:04:40.354;28594;39.7;39.3;38.4;1370.0;0.7149;0.7149;1.0057;0.0000
2020.04.08;10:04:40.557;28797;39.7;39.3;38.4;1370.0;0.7128;0.7128;1.0054;0.0000
2020.04.08;10:04:40.760;29000;39.6;39.2;38.4;1370.0;0.7114;0.7114;1.0054;0.0000
2020.04.08;10:04:40.963;29203;39.6;39.2;38.4;1370.0;0.7114;0.7114;1.0054;0.0000
2020.04.08;10:04:41.166;29406;39.6;39.2;38.4;1370.0;0.7128;0.7128;1.0057;0.0000
2020.04.08;10:04:41.368;29608;39.5;39.3;38.4;1370.0;0.7149;0.7149;1.0061;0.0000
2020.04.08;10:04:41.571;29811;39.4;39.3;38.4;1370.0;0.7170;0.7170;1.0061;0.0000
2020.04.08;10:04:41.774;30014;39.4;39.3;38.4;1370.0;0.7192;0.7192;1.0061;0.0000
2020.04.08;10:04:41.977;30217;39.3;39.2;38.4;1370.0;0.7192;0.7192;1.0054;0.0000
2020.04.08;10:04:42.180;30420;39.3;39.3;38.3;1370.0;0.7192;0.7192;1.0054;0.0000
2020.04.08;10:04:42.382;30622;39.2;39.3;38.3;1370.0;0.7192;0.7192;1.0054;0.0000
2020.04.08;10:04:42.585;30825;39.2;39.3;38.3;1370.0;0.7192;0.7192;1.0061;0.0000
2020.04.08;10:04:42.788;31028;39.1;39.3;38.3;1370.0;0.7192;0.7192;1.0054;0.0000
2020.04.08;10:04:42.991;31231;39.1;39.3;38.3;1370.0;0.7192;0.7192;1.0057;0.0000
2020.04.08;10:04:43.194;31434;38.9;39.2;38.3;1370.0;0.7192;0.7192;1.0054;0.0000
2020.04.08;10:04:43.396;31636;38.9;39.2;38.3;1370.0;0.7192;0.7192;1.0061;0.0000
2020.04.08;10:04:43.599;31839;38.8;39.3;38.4;1370.0;0.7192;0.7192;1.0064;0.0000
2020.04.08;10:04:43.802;32042;38.7;39.3;38.4;1370.0;0.7192;0.7192;1.0061;0.0000
2020.04.08;10:04:44.005;32245;38.6;39.3;38.3;1370.0;0.7192;0.7192;1.0061;0.0000
2020.04.08;10:04:44.208;32448;38.5;39.3;38.4;1370.0;0.7192;0.7192;1.0057;0.0000
2020.04.08;10:04:44.410;32650;38.4;39.3;38.4;1370.0;0.7192;0.7192;1.0061;0.0000
2020.04.08;10:04:44.613;32853;38.2;39.2;38.4;1370.0;0.7192;0.7192;1.0061;0.0000
2020.04.08;10:04:44.816;33056;38.2;39.2;38.4;1370.0;0.7192;0.7192;1.0064;0.0000
2020.04.08;10:04:45.019;33259;38.0;39.2;38.4;1370.0;0.7192;0.7192;1.0064;0.0000
2020.04.08;10:04:45.222;33462;38.0;39.2;38.4;1370.0;0.7192;0.7192;1.0061;0.0000
2020.04.08;10:04:45.424;33664;37.8;39.3;38.4;1370.0;0.7192;0.7192;1.0061;0.0000
2020.04.08;10:04:45.627;33867;37.8;39.3;38.4;1370.0;0.7185;0.7185;1.0061;0.0000
2020.04.08;10:04:45.830;34070;37.6;39.3;38.3;1370.0;0.7163;0.7163;1.0061;0.0000
2020.04.08;10:04:46.033;34273;37.6;39.3;38.3;1370.0;0.7135;0.7135;1.0061;0.0000
2020.04.08;10:04:46.236;34476;37.4;39.3;38.3;1370.0;0.7114;0.7114;1.0061;0.0000
2020.04.08;10:04:46.438;34678;37.2;39.3;38.3;1370.0;0.7114;0.7114;1.0061;0.0000
2020.04.08;10:04:46.641;34881;37.1;39.2;38.3;1370.0;0.7114;0.7114;1.0061;0.0000
2020.04.08;10:04:46.844;35084;36.9;39.3;38.3;1370.0;0.7142;0.7142;1.0061;0.0000
2020.04.08;10:04:47.047;35287;36.8;39.3;38.3;1370.0;0.7163;0.7163;1.0061;0.0000
2020.04.08;10:04:47.250;35490;36.6;39.3;38.3;1370.0;0.7185;0.7185;1.0061;0.0000
2020.04.08;10:04:47.452;35692;36.5;39.3;38.4;1370.0;0.7192;0.7192;1.0064;0.0000
2020.04.08;10:04:47.655;35895;36.4;39.3;38.4;1370.0;0.7192;0.7192;1.0064;0.0000
2020.04.08;10:04:47.858;36098;36.1;39.3;38.3;1370.0;0.7192;0.7192;1.0057;0.0000
2020.04.08;10:04:48.061;36301;36.0;39.3;38.3;1370.0;0.7192;0.7192;1.0061;0.0000
2020.04.08;10:04:48.264;36504;35.9;39.3;38.4;1370.0;0.7192;0.7192;1.0061;0.0000
2020.04.08;10:04:48.466;36706;35.6;39.3;38.4;1370.0;0.7192;0.7192;1.0061;0.0000
2020.04.08;10:04:48.669;36909;35.6;39.2;38.4;1370.0;0.7192;0.7192;1.0061;0.0000
2020.04.08;10:04:48.872;37112;35.6;39.2;38.4;1370.0;0.7192;0.7192;1.0061;0.0000
2020.04.08;10:04:49.075;37315;35.2;39.3;38.4;1370.0;0.7192;0.7192;1.0061;0.0000
2020.04.08;10:04:49.278;37518;35.0;39.2;38.4;1370.0;0.7192;0.7192;1.0057;0.0000
2020.04.08;10:04:49.480;37720;35.0;39.2;38.4;1370.0;0.7192;0.7192;1.0061;0.0000
2020.04.08;10:04:49.683;37923;34.6;39.2;38.3;1370.0;0.7192;0.7192;1.0057;0.0000
2020.04.08;10:04:49.886;38126;34.6;39.2;38.3;1370.0;0.7192;0.7192;1.0057;0.0000
2020.04.08;10:04:50.089;38329;34.1;39.3;38.4;1370.0;0.7192;0.7192;1.0061;0.0000
2020.04.08;10:04:50.292;38532;34.1;39.3;38.4;1370.0;0.7192;0.7192;1.0054;0.0000
2020.04.08;10:04:50.494;38734;34.1;39.3;38.4;1370.0;0.7192;0.7192;1.0057;0.0000
2020.04.08;10:04:50.697;38937;34.1;39.3;38.4;1370.0;0.7192;0.7192;1.0057;0.0000
2020.04.08;10:04:50.900;39140;33.4;39.3;38.3;1370.0;0.7192;0.7192;1.0057;0.0000
2020.04.08;10:04:51.103;39343;33.0;39.3;38.3;1370.0;0.7192;0.7192;1.0057;0.0000
2020.04.08;10:04:51.306;39546;32.8;39.3;38.4;1370.0;0.7192;0.7192;1.0057;0.0000
2020.04.08;10:04:51.508;39748;32.7;39.3;38.4;1370.0;0.7192;0.7192;1.0054;0.0000
2020.04.08;10:04:51.711;39951;32.5;39.3;38.4;1370.0;0.7192;0.7192;1.0057;0.0000
2020.04.08;10:04:51.914;40154;32.1;39.3;38.3;1370.0;0.7192;0.7192;1.0061;0.0000
2020.04.08;10:04:52.117;40357;32.0;39.3;38.3;1370.0;0.7192;0.7192;1.0057;0.0000
2020.04.08;10:04:52.320;40560;413.1;39.3;38.3;1370.0;0.7192;0.7192;1.0057;0.0000
2020.04.08;10:04:52.522;40762;-270.0;39.3;38.4;1370.0;0.7192;0.7192;1.0054;0.0000
2020.04.08;10:04:52.725;40965;-270.0;39.3;38.4;1370.0;0.7192;0.7192;1.0054;0.0000
2020.04.08;10:04:52.928;41168;31.6;39.3;38.4;1370.0;0.7192;0.7192;1.0050;0.0000
2020.04.08;10:04:53.131;41371;31.8;39.3;38.4;1370.0;0.7192;0.7192;1.0047;0.0000
2020.04.08;10:04:53.334;41574;32.0;39.3;38.4;1370.0;0.7192;0.7192;1.0047;0.0000
2020.04.08;10:04:53.536;41776;32.5;39.3;38.4;1370.0;0.7192;0.7192;1.0047;0.0000
2020.04.08;10:04:53.739;41979;32.6;39.3;38.4;1370.0;0.7192;0.7192;1.0050;0.0000
2020.04.08;10:04:53.942;42182;32.6;39.3;38.4;1370.0;0.7192;0.7192;1.0050;0.0000
2020.04.08;10:04:54.145;42385;33.3;39.2;38.3;1370.0;0.7192;0.7192;1.0050;0.0000
2020.04.08;10:04:54.348;42588;33.6;39.3;38.3;1370.0;0.7192;0.7192;1.0050;0.0000
2020.04.08;10:04:54.550;42790;33.8;39.3;38.3;1370.0;0.7192;0.7192;1.0047;0.0000
2020.04.08;10:04:54.753;42993;33.8;39.3;38.3;1370.0;0.7192;0.7192;1.0050;0.0000
2020.04.08;10:04:54.956;43196;34.5;39.3;38.4;1370.0;0.7192;0.7192;1.0054;0.0000
2020.04.08;10:04:55.159;43399;34.5;39.3;38.4;1370.0;0.7192;0.7192;1.0050;0.0000
2020.04.08;10:04:55.362;43602;34.9;39.2;38.4;1370.0;0.7192;0.7192;1.0050;0.0000
2020.04.08;10:04:55.564;43804;35.3;39.2;38.4;1370.0;0.7192;0.7192;1.0047;0.0000
2020.04.08;10:04:55.767;44007;35.3;39.2;38.4;1370.0;0.7192;0.7192;1.0047;0.0000
2020.04.08;10:04:55.970;44210;36.1;39.2;38.4;1370.0;0.7192;0.7192;1.0047;0.0000
2020.04.08;10:04:56.173;44413;36.3;39.2;38.4;1370.0;0.7192;0.7192;1.0050;0.0000
2020.04.08;10:04:56.376;44616;36.6;39.2;38.4;1370.0;0.7199;0.7199;1.0050;0.0000
2020.04.08;10:04:56.578;44818;36.9;39.2;38.4;1370.0;0.7227;0.7227;1.0047;0.0000
2020.04.08;10:04:56.781;45021;37.3;39.2;38.4;1370.0;0.7248;0.7248;1.0047;0.0000
2020.04.08;10:04:56.984;45224;37.6;39.2;38.4;1370.0;0.7262;0.7262;1.0047;0.0000
2020.04.08;10:04:57.187;45427;37.9;39.3;38.4;1370.0;0.7262;0.7262;1.0050;0.0000
2020.04.08;10:04:57.390;45630;37.9;39.3;38.4;1370.0;0.7255;0.7255;1.0047;0.0000
2020.04.08;10:04:57.592;45832;38.8;39.2;38.4;1370.0;0.7234;0.7234;1.0047;0.0000
2020.04.08;10:04:57.795;46035;39.0;39.2;38.4;1370.0;0.7234;0.7234;1.0050;0.0000
2020.04.08;10:04:57.998;46238;39.0;39.2;38.4;1370.0;0.7234;0.7234;1.0054;0.0000
2020.04.08;10:04:58.201;46441;39.9;39.3;38.4;1370.0;0.7262;0.7262;1.0057;0.0000
2020.04.08;10:04:58.404;46644;40.0;39.3;38.4;1370.0;0.7283;0.7283;1.0057;0.0000
2020.04.08;10:04:58.606;46846;40.0;39.3;38.4;1370.0;0.7305;0.7305;1.0061;0.0000
2020.04.08;10:04:58.809;47049;40.9;39.2;38.4;1370.0;0.7312;0.7312;1.0054;0.0000
2020.04.08;10:04:59.012;47252;41.2;39.2;38.4;1370.0;0.7312;0.7312;1.0057;0.0000
2020.04.08;10:04:59.215;47455;41.5;39.2;38.4;1370.0;0.7312;0.7312;1.0057;0.0000
2020.04.08;10:04:59.418;47658;41.8;39.2;38.3;1370.0;0.7312;0.7312;1.0057;0.0000
2020.04.08;10:04:59.620;47860;41.8;39.2;38.3;1370.0;0.7312;0.7312;1.0057;0.0000
2020.04.08;10:04:59.823;48063;42.8;39.2;38.3;1370.0;0.7312;0.7312;1.0057;0.0000
2020.04.08;10:05:00.026;48266;42.9;39.2;38.3;1370.0;0.7312;0.7312;1.0061;0.0000
2020.04.08;10:05:00.229;48469;43.6;39.2;38.3;1370.0;0.7312;0.7312;1.0061;0.0000
2020.04.08;10:05:00.432;48672;44.0;39.2;38.3;1370.0;0.7312;0.7312;1.0061;0.0000
2020.04.08;10:05:00.634;48874;44.4;39.2;38.3;1370.0;0.7312;0.7312;1.0061;0.0000
2020.04.08;10:05:00.837;49077;44.4;39.2;38.3;1370.0;0.7312;0.7312;1.0064;0.0000
2020.04.08;10:05:01.040;49280;45.1;39.2;38.3;1370.0;0.7312;0.7312;1.0064;0.0000
2020.04.08;10:05:01.243;49483;45.6;39.2;38.4;1370.0;0.7312;0.7312;1.0064;0.0000
2020.04.08;10:05:01.446;49686;45.6;39.2;38.4;1370.0;0.7312;0.7312;1.0061;0.0000
2020.04.08;10:05:01.648;49888;46.4;39.2;38.4;1370.0;0.7312;0.7312;1.0061;0.0000
2020.04.08;10:05:01.851;50091;46.9;39.2;38.3;1370.0;0.7312;0.7312;1.0061;0.0000
2020.04.08;10:05:02.054;50294;47.1;39.2;38.3;1370.0;0.7312;0.7312;1.0061;0.0000
2020.04.08;10:05:02.257;50497;47.7;39.2;38.3;1370.0;0.7312;0.7312;1.0061;0.0000
2020.04.08;10:05:02.460;50700;48.2;39.2;38.3;1370.0;0.7312;0.7312;1.0057;0.0000
2020.04.08;10:05:02.662;50902;48.5;39.2;38.3;1370.0;0.7312;0.7312;1.0057;0.0000
2020.04.08;10:05:02.865;51105;49.0;39.2;38.3;1370.0;0.7312;0.7312;1.0061;0.0000
2020.04.08;10:05:03.068;51308;49.5;39.2;38.3;1370.0;0.7312;0.7312;1.0061;0.0000
2020.04.08;10:05:03.271;51511;49.9;39.2;38.3;1370.0;0.7312;0.7312;1.0061;0.0000
2020.04.08;10:05:03.474;51714;50.4;39.2;38.3;1370.0;0.7312;0.7312;1.0061;0.0000
2020.04.08;10:05:03.676;51916;50.9;39.2;38.3;1370.0;0.7312;0.7312;1.0057;0.0000
2020.04.08;10:05:03.879;52119;50.9;39.2;38.3;1370.0;0.7312;0.7312;1.0061;0.0000
2020.04.08;10:05:04.082;52322;51.7;39.2;38.3;1370.0;0.7312;0.7312;1.0057;0.0000
2020.04.08;10:05:04.285;52525;51.9;39.2;38.2;1370.0;0.7312;0.7312;1.0061;0.0000
2020.04.08;10:05:04.488;52728;51.9;39.2;38.2;1370.0;0.7312;0.7312;1.0061;0.0000
2020.04.08;10:05:04.690;52930;51.9;39.2;38.2;1370.0;0.7312;0.7312;1.0057;0.0000
2020.04.08;10:05:04.893;53133;53.8;39.2;38.2;1370.0;0.7312;0.7312;1.0054;0.0000
2020.04.08;10:05:05.096;53336;53.8;39.2;38.2;1370.0;0.7312;0.7312;1.0054;0.0000
2020.04.08;10:05:05.299;53539;54.8;39.1;38.3;1370.0;0.7312;0.7312;1.0061;0.0000
2020.04.08;10:05:05.502;53742;55.3;39.1;38.3;1370.0;0.7312;0.7312;1.0057;0.0000
2020.04.08;10:05:05.704;53944;55.5;39.1;38.3;1370.0;0.7312;0.7312;1.0057;0.0000
2020.04.08;10:05:05.907;54147;56.7;39.1;38.2;1370.0;0.7312;0.7312;1.0057;0.0000
2020.04.08;10:05:06.110;54350;56.9;39.1;38.2;1370.0;0.7312;0.7312;1.0057;0.0000
2020.04.08;10:05:06.313;54553;57.4;39.1;38.1;1370.0;0.7312;0.7312;1.0061;0.0000
2020.04.08;10:05:06.516;54756;57.4;39.1;38.1;1370.0;0.7312;0.7312;1.0061;0.0000
2020.04.08;10:05:06.718;54958;58.4;39.1;38.1;1370.0;0.7312;0.7312;1.0061;0.0000
2020.04.08;10:05:06.921;55161;58.4;39.1;38.1;1370.0;0.7312;0.7312;1.0057;0.0000
2020.04.08;10:05:07.124;55364;59.7;39.1;38.1;1370.0;0.7312;0.7312;1.0057;0.0000
2020.04.08;10:05:07.327;55567;60.2;39.1;38.1;1370.0;0.7312;0.7312;1.0057;0.0000
2020.04.08;10:05:07.530;55770;60.6;39.1;38.1;1370.0;0.7312;0.7312;1.0057;0.0000
2020.04.08;10:05:07.732;55972;61.0;39.1;38.1;1370.0;0.7312;0.7312;1.0057;0.0000
2020.04.08;10:05:07.935;56175;61.9;39.1;38.1;1370.0;0.7312;0.7312;1.0057;0.0000
2020.04.08;10:05:08.138;56378;61.9;39.1;38.1;1370.0;0.7312;0.7312;1.0057;0.0000
2020.04.08;10:05:08.341;56581;62.7;39.1;38.1;1370.0;0.7312;0.7312;1.0054;0.0000
2020.04.08;10:05:08.544;56784;63.3;39.1;38.0;1370.0;0.7312;0.7312;1.0054;0.0000
2020.04.08;10:05:08.746;56986;64.2;39.1;38.0;1370.0;0.7312;0.7312;1.0054;0.0000
2020.04.08;10:05:08.949;57189;64.8;39.1;38.0;1370.0;0.7312;0.7312;1.0054;0.0000
2020.04.08;10:05:09.152;57392;65.0;39.1;38.0;1370.0;0.7312;0.7312;1.0050;0.0000
2020.04.08;10:05:09.355;57595;65.6;39.0;38.0;1370.0;0.7312;0.7312;1.0050;0.0000
2020.04.08;10:05:09.558;57798;66.4;39.0;37.9;1370.0;0.7312;0.7312;1.0050;0.0000
2020.04.08;10:05:09.760;58000;67.0;39.0;37.9;1370.0;0.7312;0.7312;1.0050;0.0000
2020.04.08;10:05:09.963;58203;67.4;39.0;37.9;1370.0;0.7312;0.7312;1.0050;0.0000
2020.04.08;10:05:10.166;58406;67.4;39.0;37.9;1370.0;0.7312;0.7312;1.0047;0.0000
2020.04.08;10:05:10.369;58609;68.8;39.0;37.9;1370.0;0.7312;0.7312;1.0043;0.0000
2020.04.08;10:05:10.572;58812;69.2;39.0;37.9;1370.0;0.7312;0.7312;1.0047;0.0000
2020.04.08;10:05:10.774;59014;69.2;39.0;37.9;1370.0;0.7312;0.7312;1.0054;0.0000
2020.04.08;10:05:10.977;59217;70.6;39.1;37.9;1370.0;0.7312;0.7312;1.0061;0.0000
2020.04.08;10:05:11.180;59420;71.0;39.0;37.9;1370.0;0.7312;0.7312;1.0057;0.0000
2020.04.08;10:05:11.383;59623;71.9;39.0;37.9;1370.0;0.7312;0.7312;1.0057;0.0000
2020.04.08;10:05:11.586;59826;71.9;39.0;37.9;1370.0;0.7312;0.7312;1.0054;0.0000
2020.04.08;10:05:11.788;60028;73.1;39.0;37.8;1370.0;0.7312;0.7312;1.0047;0.0000
2020.04.08;10:05:11.991;60231;73.4;39.0;37.8;1370.0;0.7333;0.7333;1.0047;0.0000
